gender,Near_Location,Partner,Phone,Contract_period,Age,Month_to_end_contract,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn
1,1,0,1,6,32,6,2.957932555,3.204947641,0
1,1,1,1,6,28,6,2.817798849,2.822474963,0
0,1,0,1,1,24,1,1.18295794,1.134268768,1
1,0,1,1,1,30,1,1.341681798,1.455920515,0
0,1,0,1,6,29,5,2.402545026,2.308112068,0
0,0,1,1,1,31,1,1.626797146,1.572631061,0
0,1,1,1,1,34,1,3.341217751,3.305767735,0
0,0,0,1,1,32,1,3.436841621,3.332887314,0
0,1,0,1,1,27,1,4.157684089,4.334724233,0
0,1,1,1,6,31,6,1.171383329,1.151084781,0
0,1,1,1,12,28,9,1.916171066,1.957780534,0
1,1,0,1,12,30,12,0.743252201,0.715485516,0
0,0,0,1,6,29,6,2.872386699,2.687309874,0
0,1,0,0,12,29,12,1.957317446,1.82395653,0
1,1,0,1,1,33,1,1.169548772,0.999935189,0
0,1,0,1,6,27,6,2.503873678,2.507197819,0
1,1,0,1,6,31,6,1.379044455,1.43892458,0
1,1,0,1,1,25,1,1.095879959,1.741538706,1
0,1,1,1,1,28,1,0.284523452,0,1
0,1,1,1,6,25,6,2.23416679,2.535820298,0
0,1,0,1,1,27,1,1.029152842,0,1
1,1,0,1,1,26,1,1.58537429,0.991433405,1
1,0,0,1,12,30,11,0.202216427,0.336244619,0
0,1,0,1,1,33,1,1.870807591,1.688061781,0
0,0,0,1,1,27,1,3.603757116,3.420960867,0
1,1,1,1,1,32,1,2.719147691,2.877987502,0
0,1,0,1,1,28,1,1.529898911,1.500642141,0
1,1,0,1,1,25,1,2.893103845,2.813602021,0
1,1,1,1,12,29,12,4.077632308,3.89685974,0
1,1,0,1,1,28,1,0.889610889,0.790761181,0
0,0,1,1,1,25,1,1.931630875,1.75670124,1
0,1,1,1,1,26,1,1.345934811,1.471912324,1
1,1,0,1,6,27,6,3.808256886,3.965069996,0
1,1,1,1,12,30,12,3.629763287,3.57697157,0
1,1,1,1,6,27,6,2.282573899,2.229358366,0
1,1,0,1,6,26,6,1.685869428,1.697737188,0
1,1,1,1,12,28,12,1.077655715,1.101313187,0
1,1,1,1,6,27,5,1.222651252,1.286870999,0
1,1,1,1,12,26,12,1.118238335,1.141878732,0
0,0,0,1,6,32,6,2.127774568,2.093760236,0
1,1,0,1,12,27,12,1.739057326,1.718744405,0
0,1,1,1,6,28,6,2.559317154,2.544481017,0
0,1,1,1,12,29,12,2.537883152,2.551691679,0
1,1,0,1,1,30,1,2.585168366,2.052163483,1
1,1,0,1,1,35,1,1.277901821,1.408835968,0
1,1,1,1,1,27,1,2.124813753,2.214722958,0
0,1,1,0,12,27,12,0.056289544,0.103801264,0
0,1,0,1,1,28,1,0.12427498,0,1
1,1,0,1,1,29,1,2.359583968,2.485919462,0
0,1,1,1,12,30,2,1.184447964,1.459442292,0
1,1,1,1,12,27,12,2.303323817,2.196795629,0
1,1,0,1,1,25,1,1.664022654,1.476739028,0
0,1,1,1,1,26,1,1.821792178,1.714647245,1
1,0,0,1,1,26,1,1.526570222,0.771315669,1
0,1,0,1,1,29,1,2.408109704,2.275167944,0
1,1,0,1,6,37,5,1.400689516,1.614663052,0
0,1,1,1,1,31,1,0.753469779,0.886277487,0
1,0,0,1,1,28,1,0.794658149,0.839185468,0
0,1,1,1,1,30,1,2.815155063,2.694309222,0
1,1,0,1,1,33,1,2.003938994,1.812208662,0
1,1,0,1,1,29,1,0.770332496,0,1
1,1,0,1,1,32,1,3.808449164,3.681438732,0
1,1,1,0,1,29,1,0.992185613,1.350735221,1
0,1,1,1,6,31,6,0.468455861,0.487837669,0
1,1,1,1,1,24,1,3.247278709,3.32349148,0
0,1,1,1,12,30,12,2.203212033,2.30961265,0
1,1,1,1,1,30,1,0.233330133,0.074503513,0
1,1,0,1,1,33,1,2.373122153,2.32388873,0
1,0,0,1,6,30,5,0.892167073,0.896304604,0
0,1,0,1,6,31,6,0.926988381,0.785746729,0
0,1,0,1,1,29,1,0.674843471,0.567718336,1
1,1,0,1,1,33,1,0.923480164,0.89216629,0
1,1,1,1,12,32,12,1.852201381,1.709479685,0
1,1,0,1,1,28,1,1.318978989,1.2650821,0
0,1,0,1,1,36,1,1.846222219,1.914158694,0
0,1,1,1,1,30,1,1.469436496,1.220504391,1
0,1,0,1,1,31,1,2.237789448,2.278971776,0
0,1,0,1,1,32,1,2.463536018,2.549751604,1
1,1,1,0,6,32,5,1.227222073,1.168572662,0
1,1,0,1,1,30,1,0.740826156,0.733346634,0
1,1,0,1,1,28,1,1.141406699,0.464967992,1
1,1,0,1,1,32,1,1.818626341,1.823338261,0
1,0,1,1,6,31,5,1.733762897,1.702235942,0
0,1,1,1,12,35,11,1.137812198,1.089845641,0
0,1,1,1,12,33,11,1.121427345,1.124147991,0
0,0,0,0,12,29,11,3.646066317,3.704629562,0
1,1,1,1,1,26,1,2.89222416,2.22450571,1
0,1,0,1,1,29,1,2.164792951,2.130921493,0
1,1,0,0,1,30,1,2.098414576,2.188737895,0
1,1,0,1,1,32,1,2.79206239,2.924788522,0
0,1,0,1,1,26,1,1.220567138,0.467232054,1
1,0,1,1,12,27,12,0,0,0
1,0,1,0,1,28,1,1.672708889,1.005975915,1
0,1,0,1,6,31,6,1.838823367,1.879848921,0
0,1,1,1,12,29,11,0.545825538,0.644267858,0
0,0,1,1,1,30,1,3.865717131,3.94323575,0
1,1,0,1,6,28,6,2.651369066,2.723758983,0
1,0,1,0,1,31,1,2.422482335,2.255136461,0
0,1,0,1,1,30,1,4.100222258,4.072150855,0
1,1,1,1,1,30,1,3.183682639,3.251006827,0
1,1,0,0,1,29,1,1.367294862,0.703814022,1
0,1,1,1,1,25,1,3.035758483,3.438195542,1
1,1,0,1,6,26,6,0.53789789,0,1
0,1,1,1,12,27,11,2.100094125,1.962459676,0
0,1,1,1,12,33,4,1.857879113,1.902693572,0
0,1,0,1,1,28,1,1.023839747,0.892779253,0
0,1,0,1,1,23,1,1.250559204,0.144224843,1
1,1,1,1,12,31,9,1.987473657,1.968593616,0
0,0,1,1,1,27,1,3.035474001,2.882061943,0
1,1,0,1,1,26,1,1.844834975,0.915396769,1
1,1,1,1,6,31,6,1.009509555,0.730575602,1
1,1,0,1,1,29,1,2.705632759,2.605286973,0
1,1,0,1,1,26,1,2.379977898,2.309796467,0
1,0,0,1,1,27,1,2.387167644,2.447190654,0
1,0,1,1,1,30,1,3.070075957,2.971071953,1
1,1,1,0,6,37,6,2.663353466,2.909234477,0
1,1,1,1,12,33,10,2.186848173,2.226153642,0
1,1,0,1,1,26,1,2.015302282,2.097299577,0
0,1,1,1,1,27,1,2.029336011,1.941662666,0
1,1,0,1,1,28,1,0.972013441,0.868973148,1
1,1,0,1,6,21,4,2.211069682,2.070531222,0
1,1,1,1,12,32,12,2.086497407,2.176769611,0
1,1,0,1,1,28,1,2.428791116,2.453215444,0
0,1,0,1,1,28,1,0.659399907,0.820280565,1
1,1,0,1,1,28,1,1.52923814,1.567259878,0
0,1,0,0,1,26,1,3.17180458,3.194608003,0
0,1,1,1,12,33,8,0.039914614,0.105734158,0
0,1,0,1,1,33,1,0.362393505,0.580038304,1
0,1,1,1,1,22,1,2.421386091,2.24429054,1
1,1,1,1,1,33,1,2.371806178,2.303929645,0
1,1,1,1,6,24,6,1.53610293,0.594038385,1
0,1,0,1,1,32,1,2.066727471,0.708758221,1
1,1,1,1,1,30,1,1.745771597,1.095282157,1
1,1,1,1,6,31,3,2.933274603,3.011520539,0
1,1,1,1,12,30,8,2.680127912,2.653657497,0
1,1,0,1,1,24,1,2.666857389,2.287135296,1
0,1,0,1,12,34,12,0,0,0
0,1,1,1,1,31,1,0,0,1
1,1,0,1,12,31,11,2.737145512,2.879737661,0
0,1,1,1,12,26,10,1.964387404,1.970630055,0
0,1,0,1,1,29,1,2.266178196,2.261190333,0
1,1,0,1,1,25,1,1.876687551,2.279776606,1
1,1,0,0,6,29,6,0.796939914,0.808390212,0
0,1,1,0,12,29,12,0.769358864,0.880294037,0
1,1,1,1,1,30,1,1.12853808,1.114918066,0
1,1,0,1,6,28,5,1.356148567,1.849020132,1
1,1,0,1,6,30,4,0,0,0
0,1,0,1,1,32,1,0.441405997,0.423669492,0
0,1,0,1,1,26,1,1.659918722,1.695997391,0
0,1,1,0,6,23,6,1.913444683,0.869145022,1
1,1,1,1,6,35,6,3.141780189,3.262895595,0
1,1,1,1,1,31,1,0.428685533,0.359862749,0
1,1,1,1,1,30,1,0.412939328,0.708529658,1
1,1,0,1,6,28,6,2.875982037,2.849406546,0
0,1,1,1,12,30,12,1.939303288,1.996834101,0
0,1,0,1,12,32,4,2.76709693,2.812286095,0
0,1,1,1,6,29,6,1.562853415,1.563675183,0
0,1,0,1,1,29,1,2.219915971,2.371022221,0
0,1,0,1,1,35,1,0.497105337,0.593212784,0
1,1,1,1,6,29,6,1.831515008,1.573922091,0
0,1,0,1,1,29,1,2.033446434,0.990816271,1
1,1,0,1,12,31,12,1.931498108,1.945635112,0
1,1,0,1,1,24,1,0.827963685,0.056957868,1
0,1,0,1,1,29,1,3.41260597,3.552638463,0
0,1,0,1,1,29,1,1.978131509,0.812650785,1
0,0,1,0,12,26,12,2.092475002,2.004799775,0
1,1,0,0,12,26,12,2.55622166,2.383973096,0
1,1,1,1,1,34,1,3.093122372,3.095240324,0
0,0,0,1,1,27,1,1.003281261,0.728396943,1
1,1,1,1,1,29,1,2.157267591,2.170585781,0
1,1,1,1,6,28,6,1.579361981,1.536801419,0
1,1,0,0,1,32,1,1.034316305,0.492117821,1
1,1,0,1,1,34,1,1.32583224,1.139543156,0
0,1,0,1,1,27,1,0.654463528,0.768602534,1
0,1,0,1,1,26,1,2.362799588,2.323650189,1
1,0,1,1,12,31,11,1.899361826,1.905773522,0
1,1,0,1,1,25,1,0.501566186,0.793011769,1
1,1,0,1,1,26,1,0.940360632,0.472734939,1
1,1,0,1,1,25,1,1.696165344,0.696661378,1
1,1,1,1,12,33,12,0.087085503,0.012578705,0
0,1,1,1,1,28,1,0.628385514,0.608525492,0
1,1,0,1,6,29,6,1.214969474,1.246588861,0
0,1,1,1,6,28,6,1.370255524,0.654369531,1
0,1,1,1,1,27,1,0.113506917,0,1
0,0,1,1,12,27,12,2.345391272,2.301678526,0
0,1,1,1,1,26,1,1.940789324,1.666079936,1
1,1,1,1,12,32,12,2.444228256,2.584988983,0
1,1,1,1,6,31,6,2.321847434,1.787013057,1
1,1,0,1,12,32,12,1.852276859,1.881658165,0
0,1,0,1,12,36,12,1.322647869,1.251260355,0
0,1,0,0,6,28,6,0.506350166,0.436155253,0
1,1,0,1,1,27,1,1.508543092,0.633226735,1
1,1,0,1,1,35,1,0.99212814,1.232416998,0
1,0,1,1,12,26,4,2.72439127,2.624798677,0
0,1,1,1,1,27,1,2.767030809,2.626624492,0
1,1,0,1,1,29,1,0.963068352,1.159153923,1
1,1,1,1,1,28,1,1.947674377,1.869932012,0
0,1,1,1,12,28,10,0,0,0
1,1,1,1,12,32,12,2.500715203,2.446824741,0
1,1,0,1,1,26,1,1.648854949,1.396507003,1
1,1,0,1,1,33,1,1.389246224,1.437218956,0
1,1,0,1,1,28,1,2.54454361,1.316203651,1
1,1,1,1,1,32,1,1.918417143,2.064899361,0
1,1,1,1,6,27,5,2.807605073,2.761255589,0
1,1,0,1,1,36,1,2.98060608,2.980300065,0
0,1,0,1,1,31,1,2.269735639,2.081505785,1
0,0,1,1,1,27,1,2.367581453,1.83444091,1
1,1,1,1,12,30,12,2.466176295,2.573247744,0
1,1,1,1,6,27,5,0.936289952,0.829569811,0
0,1,1,1,12,32,12,1.989254193,2.180065629,0
1,1,1,1,12,29,12,2.757819596,2.790359879,0
1,1,0,1,1,28,1,3.633665366,3.687654392,0
0,1,1,1,12,30,7,2.334727083,2.345304412,0
1,0,0,1,1,26,1,1.575533716,0.779088167,1
1,1,0,0,1,36,1,2.362169888,2.515168812,0
0,1,1,1,1,25,1,1.597441089,1.190364611,1
0,1,1,1,1,27,1,2.611587059,2.708012347,0
0,1,0,1,1,24,1,2.606972823,1.580284135,1
0,1,1,1,12,34,9,2.532148774,2.601941615,0
1,1,0,1,1,31,1,1.448552731,1.284448694,0
1,1,1,1,6,31,6,1.814809315,1.812910911,0
1,1,1,1,6,24,6,1.10450595,0,1
0,1,0,1,12,24,12,2.051571036,1.920686585,0
1,0,0,1,1,27,1,2.227128695,2.407913828,0
0,1,1,1,6,32,4,1.587679588,1.434026452,0
1,0,0,1,1,27,1,0.235155188,0,1
0,1,0,1,6,23,6,3.677557277,3.425871288,0
0,0,1,1,1,29,1,1.79611773,1.798138382,0
0,1,0,1,12,24,12,2.235666001,2.106120354,0
1,1,0,1,12,36,12,2.79903276,2.798792926,0
0,1,1,0,1,29,1,3.48042814,3.53425196,0
1,1,1,1,12,34,9,1.218944553,1.249431469,0
0,1,0,1,1,25,1,2.198968559,0.649121211,1
1,1,1,1,6,26,6,1.420712715,1.506736574,0
1,1,1,1,12,34,12,2.93114266,2.822598903,0
0,1,0,1,1,33,1,2.480325238,2.54188456,0
1,1,1,1,1,28,1,0.825240976,0.749739803,0
0,1,1,0,1,32,1,2.308605718,2.377754545,0
1,1,0,1,1,25,1,1.817682303,1.911502969,0
0,1,0,1,12,30,7,1.607630415,1.808892731,0
0,0,1,1,6,30,6,1.422834692,1.36654589,0
1,1,1,1,6,28,6,4.083599416,3.874381255,0
0,1,0,1,6,33,6,1.50584532,1.54897353,0
1,1,1,1,1,27,1,3.113239393,3.157370049,0
0,1,0,1,1,28,1,1.755576523,1.891697216,0
1,1,1,1,6,27,6,0.378364841,0.283936831,0
1,1,1,0,12,30,12,0.989805507,0.835060398,0
1,1,1,0,12,33,12,1.593358862,1.395188715,0
0,1,0,1,1,26,1,1.281888363,0.76781279,1
1,1,0,1,1,24,1,1.40705081,0.15139896,1
0,1,1,1,6,28,6,4.257105604,4.131955154,0
1,1,1,1,1,31,1,1.159967299,1.175089312,0
1,0,1,1,6,27,6,0.416662899,0.238952285,0
0,0,0,0,1,29,1,1.833605883,0.482172897,1
1,1,0,1,1,33,1,2.328937527,2.442888243,0
0,1,0,1,1,29,1,3.450939799,3.374665095,0
0,1,0,1,1,30,1,0,0.003273566,0
0,1,0,0,6,37,4,1.953930249,1.918386685,0
1,1,0,1,12,31,9,3.723756558,3.689264693,0
1,0,1,1,1,24,1,0,0,0
0,1,0,1,1,26,1,1.9772007,1.846372458,1
0,1,0,1,1,27,1,3.547489668,3.755130416,0
0,0,0,1,1,29,1,2.552472997,2.207116805,1
1,1,1,1,6,30,2,2.981530644,3.03532041,0
1,1,0,1,1,27,1,1.056467699,0.960706073,0
0,1,0,1,12,22,12,2.60822093,2.820953669,0
0,1,0,1,1,29,1,2.431409583,2.284296524,0
1,1,0,1,6,32,6,3.829346355,3.687757679,0
0,1,0,1,1,27,1,1.138752413,0.521157463,1
1,1,0,1,1,26,1,1.898852718,0.936741724,1
1,1,0,1,1,31,1,1.11412746,1.136692543,0
1,1,1,1,12,31,12,2.756224645,2.807976171,0
0,1,0,0,1,30,1,0.578959969,0,1
0,0,0,1,12,28,9,1.403575233,1.412544977,0
0,1,1,1,1,30,1,3.18072454,3.192094742,0
1,1,0,0,1,31,1,2.273497755,2.295803237,0
1,1,1,1,6,30,6,3.583923674,3.612875727,0
0,0,1,1,1,25,1,2.003442383,1.888511294,0
0,0,0,1,1,26,1,0.241099868,0,1
1,1,1,1,1,29,1,3.713576094,3.742706073,0
0,1,0,1,1,21,1,1.683058892,0.872692007,1
0,1,1,1,6,25,5,2.984466906,3.168989639,0
1,1,0,1,12,31,12,3.316073435,3.46484691,0
0,1,0,1,6,31,6,4.276295497,4.261644634,0
0,1,1,0,6,33,5,1.282481344,1.235841434,0
1,0,0,1,1,20,1,0.897463439,0.012794275,1
1,1,0,1,6,32,6,2.603898284,2.459854034,0
0,1,0,1,1,29,1,2.385970984,3.086021344,1
0,1,1,0,6,34,5,1.356849836,1.311277521,0
0,1,0,1,1,30,1,1.194597001,1.353536484,0
1,1,1,1,6,32,6,2.337640905,2.327687807,0
1,1,0,1,6,26,6,2.638195492,2.706908903,0
0,1,0,1,1,30,1,1.45046287,1.485642161,0
1,1,0,1,1,23,1,2.082110218,1.933150465,1
1,1,0,1,6,28,6,0.637647014,0.438390651,1
0,1,1,1,12,29,12,1.964815258,1.94582578,0
0,1,1,1,1,30,1,1.875176954,1.939111784,0
0,1,0,1,1,27,1,1.360636284,1.296916393,0
0,1,1,1,12,38,12,0.479678393,0.341593316,0
1,0,1,1,1,25,1,1.558681128,1.844258521,1
1,0,0,1,1,24,1,0.870865272,0.933869279,1
0,1,0,1,1,25,1,2.255877388,2.125691162,0
0,0,0,1,1,23,1,2.588050682,3.033935804,1
1,0,0,1,1,23,1,1.570469148,1.293556852,1
1,1,1,1,6,32,4,2.023172097,2.041778346,0
0,0,0,1,1,29,1,3.005823972,2.951396675,0
1,1,0,1,1,23,1,1.28394529,0.599889082,1
0,1,0,1,1,30,1,1.82611523,1.76932022,0
0,1,0,1,1,35,1,4.214105923,4.433794493,0
0,1,0,0,1,28,1,3.700020248,3.610445142,0
0,1,1,1,6,27,6,2.791263738,2.70065973,0
0,1,0,1,1,23,1,2.378122517,2.784798863,1
0,1,0,1,1,30,1,1.605976706,1.658196364,0
1,1,1,1,6,34,4,0.6524743,0.570673122,0
0,1,1,1,12,31,11,0.661439557,0.727346639,0
0,1,1,1,6,26,6,2.654011023,2.689587971,0
0,1,0,1,1,30,1,0.85589545,0.105381229,1
1,1,0,1,1,28,1,2.740953001,2.68114692,0
0,0,1,1,12,29,12,1.277204827,1.40243776,0
1,0,1,1,1,33,1,1.426808798,1.422600935,0
0,1,0,1,1,25,1,2.064172188,1.468765694,1
1,1,0,1,1,30,1,2.443442155,2.448495072,0
0,1,1,1,1,29,1,3.157763831,3.154869258,0
0,1,1,1,1,31,1,0.686940687,0.605373824,0
1,1,1,1,1,33,1,0.456112871,0.54704147,0
0,1,0,1,12,31,10,2.171496583,2.339226329,0
1,0,0,1,1,32,1,2.36755003,2.258848932,0
0,1,1,1,1,28,1,1.549983921,1.632146881,0
1,0,1,1,1,29,1,1.434975931,0.356524694,1
0,0,0,1,1,30,1,2.182654014,1.821093306,1
1,1,0,1,1,27,1,2.054344635,1.455171632,1
0,1,1,0,12,26,12,0.220968703,0.288450305,0
0,1,1,1,1,35,1,1.465769285,1.550900089,0
0,1,0,1,1,26,1,1.320456954,0.519919083,1
0,1,0,1,1,31,1,2.211858904,2.277309324,0
0,0,0,0,1,31,1,2.104185045,2.144783877,0
1,1,0,1,6,33,6,3.199802007,3.056260679,0
0,1,1,1,1,27,1,3.688624426,3.66920506,0
0,1,0,1,1,30,1,1.478378999,1.699128691,1
0,1,1,1,12,32,11,2.234327533,2.176055678,0
1,0,1,0,1,26,1,2.662378907,1.597599692,1
1,0,0,1,1,34,1,2.244321274,2.1794235,0
1,1,1,1,1,35,1,2.108912776,1.941381958,0
0,1,0,1,1,34,1,3.088105003,3.023096419,0
0,1,1,1,6,31,6,0.861286158,0.807537968,0
0,1,0,1,6,28,5,1.324322604,1.336012061,0
0,0,0,1,1,30,1,1.032162715,0.943424198,0
0,1,0,1,6,30,6,2.532587239,2.62486408,0
0,1,0,1,1,25,1,1.139817178,1.106280108,0
0,1,0,1,1,25,1,1.494151894,1.723318007,1
1,1,0,1,1,26,1,1.010767761,1.505528416,1
1,1,0,1,1,33,1,2.50939179,2.348056459,0
0,1,1,1,12,24,12,1.386563574,1.409045449,0
1,0,0,1,1,33,1,0.950730375,0.781823821,1
1,1,1,1,12,31,12,1.116197302,1.184861571,0
0,1,1,1,6,28,6,2.598042813,2.453766224,0
0,1,1,0,1,27,1,1.327427069,0.249689108,1
0,0,0,1,1,31,1,3.914255669,3.961001939,0
1,1,0,1,12,27,12,1.233144235,1.459644012,0
0,1,0,1,1,26,1,2.025404719,1.756320585,1
0,1,0,0,1,28,1,1.368899657,1.419737803,1
0,0,0,0,1,26,1,0.931417663,0.379234579,1
1,1,0,1,1,34,1,1.872358661,1.892621194,0
1,0,0,0,1,27,1,1.600892677,1.609173001,1
1,0,1,1,1,28,1,2.350243736,2.218518157,0
0,1,1,0,12,33,12,0.054950067,0.159291232,0
0,1,0,1,6,31,6,1.450755062,0.811941072,1
0,1,1,1,12,30,12,2.41479598,2.368446317,0
1,1,0,0,1,28,1,2.073813269,2.155437766,0
0,1,1,1,1,27,1,1.026629636,1.368884608,1
0,1,0,1,1,32,1,1.216622154,1.333863338,0
1,1,0,1,6,31,4,1.258993465,1.314777598,0
1,1,1,1,12,27,12,2.304683458,2.381776026,0
0,0,1,1,1,24,1,1.446857399,0.977187713,1
0,1,0,1,12,32,11,3.166695286,3.071129981,0
1,1,0,1,1,29,1,2.63184266,2.656269312,0
0,1,1,1,6,31,6,2.125058412,2.051480199,1
0,1,1,1,6,27,6,3.495426554,3.493184973,0
0,0,0,1,1,31,1,2.408771073,1.678835164,1
1,1,0,1,1,26,1,0.744654634,0.366326797,1
1,1,0,1,1,27,1,3.474428269,3.581425979,0
1,0,0,1,1,28,1,3.169256989,3.076860292,1
0,1,1,1,6,23,5,1.811854797,1.837657496,0
1,1,1,1,6,25,6,1.525339184,1.546452642,0
1,1,0,1,1,28,1,1.325557109,1.323743796,0
0,1,1,1,12,28,12,2.130456597,2.240535249,0
1,1,1,1,12,26,12,0.326090255,0,1
1,1,1,1,6,30,6,3.521417523,3.331720378,0
1,1,1,1,6,32,5,2.338527729,2.35010497,0
0,1,1,1,1,29,1,2.944905724,3.014694749,0
1,1,0,1,1,27,1,1.049342064,0.145372288,1
0,1,1,1,1,27,1,1.267136561,1.006345252,1
0,1,1,0,12,31,11,1.567929546,1.729094562,0
0,1,1,1,6,31,6,1.481877239,1.559308968,0
1,1,1,1,12,27,12,0.593568351,0.743593689,0
0,1,1,1,1,27,1,0.560674298,0.363439519,1
1,0,0,1,1,33,1,3.188692173,3.111720999,0
1,1,0,1,12,31,10,2.378747813,2.307311779,0
1,1,0,1,1,26,1,2.153606214,2.26008183,0
0,1,0,1,1,31,1,1.418379506,1.422146967,0
1,1,1,1,12,31,12,1.156100545,1.189768376,0
0,1,0,1,1,31,1,0.835274137,0.821355874,0
0,0,0,1,1,31,1,4.698029065,4.482544624,0
1,1,1,1,6,27,6,0.139152845,0.054591761,0
1,1,0,1,6,27,6,2.315783987,2.158058781,1
1,1,1,1,6,32,6,1.336808578,1.384729803,0
1,1,0,1,12,26,2,2.44584994,2.522232753,0
0,1,0,1,6,30,4,1.134427188,1.19916338,0
0,1,1,1,1,28,1,1.937354113,1.835331593,0
0,1,1,1,6,36,6,2.389646379,2.612846988,0
0,1,0,1,1,28,1,1.897749174,1.778029896,0
0,0,0,1,1,32,1,0.643101645,0.116536737,1
0,1,1,1,12,26,12,1.335040933,1.471600842,0
0,1,0,1,6,27,6,1.835402807,1.869669124,0
0,1,0,1,1,24,1,2.192315719,1.255207343,1
1,1,1,0,12,30,11,1.202611485,1.384089765,0
0,1,0,1,6,29,5,0.126381762,0.201379369,0
1,0,0,1,1,25,1,1.625422484,0.852372941,1
0,1,0,1,12,33,9,3.608674866,3.554158958,0
0,1,0,1,1,33,1,1.083470869,0.82872198,1
1,1,1,1,12,33,11,2.615110412,2.469847824,0
0,1,0,1,12,32,12,1.300492347,1.336181341,0
1,0,1,1,1,26,1,1.727129867,0.220659573,1
0,1,0,1,1,32,1,2.737858948,2.997834792,0
0,0,0,1,1,31,1,2.473985199,2.396000114,0
1,1,0,1,1,31,1,3.206091602,3.19270031,0
1,1,1,1,12,30,12,1.165664973,1.316054383,0
1,1,1,1,1,35,1,3.568345956,3.54864411,0
0,1,0,1,1,30,1,2.98572284,3.017419255,0
0,1,1,1,12,30,8,2.703503673,2.738306924,0
1,1,0,1,1,29,1,1.761567357,1.706098888,0
1,1,1,1,12,27,10,0.811571442,0.831686443,0
0,1,0,1,1,31,1,2.844951163,2.742989166,0
1,1,0,1,12,28,12,0,0,0
0,0,0,0,1,23,1,2.673736415,2.589790439,0
0,1,0,0,1,30,1,2.207596752,2.244888267,0
0,1,1,1,6,30,5,4.088374568,4.04060381,0
1,0,1,1,1,33,1,1.351118812,1.240407022,0
0,1,0,1,1,31,1,2.900216024,2.888705792,0
1,1,0,1,1,30,1,1.376352991,1.361139854,0
1,1,0,0,1,32,1,2.06416552,2.101238958,0
1,1,0,1,1,35,1,1.04543799,0.890346396,1
0,1,0,1,1,26,1,2.248209191,2.498655687,1
1,1,1,1,1,28,1,2.659754963,1.515953919,1
1,1,0,1,12,37,12,1.786169368,1.732090336,0
1,1,1,1,12,30,9,0.006435696,0,0
1,1,1,1,12,34,9,1.570160753,1.488543859,0
0,1,1,1,6,27,6,1.443905193,1.46036899,0
0,0,0,1,1,32,1,0.472622853,0.368359545,0
0,1,1,1,12,30,11,1.469273796,1.541404184,0
0,1,0,1,1,21,1,2.141544131,2.080420376,1
0,1,1,1,12,24,12,2.1043315,2.113634737,0
1,0,0,1,1,31,1,2.628255721,2.593092026,0
1,0,0,1,6,30,6,3.197085142,3.419144456,0
0,1,1,1,12,34,11,2.370811283,2.302502867,0
0,1,1,1,6,35,6,1.202484598,1.164569402,0
0,1,0,1,1,26,1,1.416032238,0.597629492,1
1,1,1,1,1,23,1,0.159315522,0,1
0,1,0,1,1,26,1,1.920485584,0.960313826,1
0,0,0,1,1,25,1,1.033624816,0,1
1,1,0,1,1,27,1,1.57506321,1.4032587,0
1,1,1,1,1,34,1,1.392758741,1.389592139,0
0,1,1,1,6,27,6,0.762865536,1.010568848,0
1,1,0,0,1,23,1,3.566431355,3.572159483,0
0,1,0,1,6,29,5,2.722465071,2.687043067,0
1,1,0,1,12,36,12,0.586073556,0.622173051,0
1,0,1,1,1,26,1,1.057863321,0.815280739,1
0,1,1,1,6,28,6,2.788118012,2.703736907,0
0,1,0,1,12,30,12,3.404093579,3.481670821,0
1,1,0,0,6,31,6,2.675603455,2.607345932,0
1,1,1,1,1,31,1,1.779457065,1.332878085,1
0,0,1,1,1,30,1,1.24391554,0,1
0,1,1,1,12,24,10,3.067266186,3.161618499,0
0,1,1,1,1,31,1,1.716300181,1.733701119,0
0,0,0,1,1,29,1,1.295683961,0.891315053,1
0,0,1,1,12,32,12,0.887859193,0.93930354,0
0,1,0,1,12,32,11,2.185112963,2.204389465,0
0,0,0,0,1,31,1,1.897191253,1.885118703,0
1,1,1,1,1,32,1,1.611663556,1.763303397,0
0,0,0,1,1,29,1,1.495421396,0.719297686,1
1,1,1,1,12,35,12,2.177332613,2.261674053,0
0,0,0,0,1,31,1,0.601059116,0,1
0,1,0,0,1,30,1,1.188584315,1.481934798,1
1,1,0,1,1,26,1,1.672746111,1.519506851,0
1,0,0,1,1,28,1,3.043552032,2.949596792,0
1,1,0,1,12,25,12,0,0,0
1,1,0,1,6,34,6,0.730013696,0.82895732,0
1,1,0,1,12,30,12,2.046344301,2.236970696,0
1,1,0,1,12,30,10,2.318273915,2.349477203,0
0,1,1,1,6,29,6,1.216384919,1.178247785,0
1,1,0,1,6,31,6,1.738562335,1.8261103,0
0,1,1,1,1,30,1,2.710836775,2.63996043,0
1,1,1,1,1,28,1,3.345811624,3.362321061,0
0,0,1,1,12,30,12,2.171444237,2.184857591,0
0,1,0,1,12,31,12,2.409916192,2.432461735,0
1,1,1,1,6,30,5,0.259065082,0.358778741,0
1,1,0,1,1,33,1,1.974416581,1.518766257,1
1,1,0,1,1,24,1,2.479732248,2.976804404,1
1,1,1,1,12,33,12,1.382128208,1.483242999,0
0,1,1,1,12,28,9,1.718064111,1.655871512,0
1,1,1,1,12,25,12,1.847695551,1.894034249,0
1,1,0,1,1,27,1,2.31113719,2.340771595,0
